label,origin_file,left_x0,left_y0,left_z0,left_x1,left_y1,left_z1,left_x2,left_y2,left_z2,left_x3,left_y3,left_z3,left_x4,left_y4,left_z4,left_x5,left_y5,left_z5,left_x6,left_y6,left_z6,left_x7,left_y7,left_z7,left_x8,left_y8,left_z8,left_x9,left_y9,left_z9,left_x10,left_y10,left_z10,left_x11,left_y11,left_z11,left_x12,left_y12,left_z12,left_x13,left_y13,left_z13,left_x14,left_y14,left_z14,left_x15,left_y15,left_z15,left_x16,left_y16,left_z16,left_x17,left_y17,left_z17,left_x18,left_y18,left_z18,left_x19,left_y19,left_z19,left_x20,left_y20,left_z20,right_x0,right_y0,right_z0,right_x1,right_y1,right_z1,right_x2,right_y2,right_z2,right_x3,right_y3,right_z3,right_x4,right_y4,right_z4,right_x5,right_y5,right_z5,right_x6,right_y6,right_z6,right_x7,right_y7,right_z7,right_x8,right_y8,right_z8,right_x9,right_y9,right_z9,right_x10,right_y10,right_z10,right_x11,right_y11,right_z11,right_x12,right_y12,right_z12,right_x13,right_y13,right_z13,right_x14,right_y14,right_z14,right_x15,right_y15,right_z15,right_x16,right_y16,right_z16,right_x17,right_y17,right_z17,right_x18,right_y18,right_z18,right_x19,right_y19,right_z19,right_x20,right_y20,right_z20
again,1.png,0.0,0.0,0.0,-0.2169186638219498,-0.7998765874769389,-0.08809331681618189,-0.48412044123928916,-1.5543325364839917,-0.22801207526678682,-0.5678679296499839,-2.0970727956004294,-0.34411434514263983,-0.4592103855850001,-2.5432057443679614,-0.4923858817013123,-0.46477326104741407,-1.2464325917440062,-0.5068822379139728,-1.0990068808502096,-1.3317566466925375,-0.6621351888846586,-1.4751370795948249,-1.3135279765443975,-0.7553649508136571,-1.7842559720151259,-1.3216858713973958,-0.8283064052648315,-0.41397426322777103,-0.7175032685485475,-0.5601913682012382,-1.2162632562106028,-0.8295524850760821,-0.6928029081450325,-1.6658282046735553,-0.9105345144704805,-0.74677867422282,-2.012018476577411,-0.9238961441459995,-0.8304703797984254,-0.4195576827522128,-0.2091164855985067,-0.585232249583857,-1.086498210194437,-0.3664448148352916,-0.6969753025203387,-1.1103494857631084,-0.4866736116146318,-0.6445249806038137,-1.0513009057025282,-0.5501197622859385,-0.6352479099272922,-0.44813599481524174,0.1910753751277687,-0.6082505870821194,-1.0089112772729276,0.08395939660605545,-0.707112655794274,-1.0163843700583328,-0.04507138941541363,-0.6384524982694326,-0.9399726335739318,-0.13568287721694902,-0.5953224276042469,0.0,0.0,0.0,0.19019861351838463,-0.518072547198399,-0.10833073553673102,0.4978955001714866,-1.1099356585025673,-0.31612001133846335,0.6261130191973506,-1.5631615957202418,-0.5032231977744147,0.6990283514047589,-1.9810420679069876,-0.67042278967954,0.516782964077721,-0.9555667473734608,-0.667907210626429,1.1798501168109305,-0.9646449564440412,-0.932234692322244,1.0906540735712884,-0.8294182257959181,-1.0108915384264647,0.9076818704295155,-0.7384121316330422,-1.007433094247293,0.4793260181841987,-0.49934747660299733,-0.7217330987989259,1.2782586240666889,-0.566058207306938,-0.9583797394999782,1.6864867174020846,-0.5136995141916274,-1.007872089528106,1.9920631115592626,-0.4524226144750731,-1.0393821850225002,0.46038227754737004,-0.03700838724672621,-0.7456820201295699,1.1682155464486468,-0.1220245039081069,-0.8990884336457173,1.032792398976096,-0.1543321289522474,-0.7688627456965128,0.8052788187668652,-0.16487537212712353,-0.6599348117253946,0.47380262259616046,0.3649089880049634,-0.7707690279899537,1.0321203886048815,0.21575431826739488,-0.8151785409533724,0.9342625105367031,0.16776166954525262,-0.648259918901729,0.7422628577284154,0.203334816250939,-0.518096852608627
again,10.png,0.0,0.0,0.0,-0.1967712916606747,-0.8150639434278788,-0.07925456689631159,-0.4680069508145789,-1.5572189420539302,-0.20118594430450557,-0.5743355735693688,-2.097448206372805,-0.3044850916499427,-0.4874412239953485,-2.5663587147229014,-0.44095666087324226,-0.47780158692905217,-1.2775879839868516,-0.43002977119772845,-1.112633506290281,-1.3589161294242358,-0.572328720669947,-1.479020473659409,-1.4105536277476258,-0.6769102090017256,-1.7728765780171227,-1.49094815742286,-0.7675748742079199,-0.43733633308290476,-0.7543926804858563,-0.48951875898167907,-1.2435700386797106,-0.8860277950340085,-0.6179694669749219,-1.689429508675805,-0.9946629339987031,-0.7002044745420171,-2.040603754043133,-1.05125931542183,-0.8108819885232421,-0.4530788765975152,-0.23770914774483837,-0.5223208852362683,-1.139229966797677,-0.3953435418881347,-0.6334398567869507,-1.0534115568781752,-0.4352630397398833,-0.5894025176917971,-0.8922331891707201,-0.4507325241836399,-0.5899537964326554,-0.4773467299091684,0.16641501779306045,-0.5534219150444806,-1.0562102312807726,0.057391656913305854,-0.6519687616956585,-0.9645159812755895,0.009011311485485434,-0.576807758585491,-0.7879253483991722,-0.031262004286984876,-0.5318903562614797,0.0,0.0,0.0,0.1771305691500481,-0.4641902256967666,-0.10059647160438752,0.4834418348957765,-1.0323089437358295,-0.33363183184391587,0.591811386641619,-1.5451636641966842,-0.548753812400182,0.6239344737877577,-2.0225374189389567,-0.7612597105936411,0.4061773350806637,-0.9210823428332198,-0.6696933186702404,0.8205014713282996,-1.1175032126391122,-1.0056592465961969,0.8716314217139368,-1.1992764369171658,-1.161699912446934,0.8184004352420526,-1.2477472944368169,-1.2049526421415904,0.3719308967754992,-0.5516523538513458,-0.7465568220263228,1.255355654492864,-0.6723016741951452,-1.04922816647531,1.630743048065669,-0.7407549595473181,-1.1105614139487405,1.836223117578771,-0.7238466129503657,-1.1159133422302774,0.38176986430812276,-0.09753054502424469,-0.7971781597148503,1.1575184571781727,-0.1345818440095159,-1.0085240340443309,1.0227552132221953,-0.20005066833776416,-0.8750096243427871,0.7944234294218289,-0.1860389621557352,-0.7306775332109705,0.41581672668012687,0.3487633522243065,-0.8467961739395791,1.0311096885342235,0.20723252256730965,-0.900571180290583,0.9277273755942193,0.13436481193071384,-0.7163127000002274,0.7243805550546821,0.16379623340301985,-0.5605506576287648
again,11.png,0.0,0.0,0.0,-0.2956312496479426,-0.964803078294952,-0.11392893064234962,-0.48227282831871787,-1.7821240922235595,-0.234434355943565,-0.5055914436922305,-2.304225167165139,-0.3462670205101743,-0.4019036920179932,-2.764302528124672,-0.48701377209135055,-0.2866819192540067,-1.4252599247026547,-0.3981072958683195,-0.7665142774612475,-1.5013652881971935,-0.6130846188821877,-1.0889479961512492,-1.5184320620949696,-0.7737305882954079,-1.3343727570152422,-1.5460696408334782,-0.8861330601322883,-0.19659159043759147,-0.8651253034265323,-0.46142166826057135,-0.9456523572385972,-0.944845447097744,-0.6486476323647341,-1.3482203502162844,-1.0359880221887017,-0.7386817634953535,-1.650393493911813,-1.0443040711340998,-0.8390534992131927,-0.1830364669131641,-0.3168357040533087,-0.5187455234516719,-0.9249127926497785,-0.3602553655067771,-0.690526792381047,-0.9285948489090886,-0.40232990815829406,-0.6333882485552945,-0.8231156197528873,-0.3975545148434296,-0.6028824728745296,-0.20745285070096778,0.12839821654183273,-0.5838045167428835,-0.8475585916931104,0.051413429763478305,-0.7161065589062527,-0.8247366913488898,-0.01786925267989255,-0.646364676913803,-0.6673541658634201,-0.06017825449365442,-0.5925300131642723,0.0,0.0,0.0,0.1522905201135721,-0.5495124860919048,-0.07922208525053456,0.4646279170590027,-1.1377366872190247,-0.27350736226105915,0.5970877074493266,-1.636631781131218,-0.4610474926130492,0.6272489001160527,-2.0800910243295414,-0.6287677065468233,0.566483688148879,-0.9666837338056632,-0.5889905592649143,1.2833959324553668,-0.9785010780783412,-0.8178122561219718,1.1432219593118729,-0.8707568916385204,-0.8618933478655816,0.9298150542538788,-0.8227815157301916,-0.8351526464129467,0.5431330927307437,-0.5208982809566313,-0.6585373371929368,1.399693463930633,-0.6285305569535843,-0.8366761393929664,1.7697437736277506,-0.6425934158098583,-0.8540533073739934,2.0486740769455913,-0.6343429263349333,-0.8689686946707786,0.5282119770804289,-0.06846926632714655,-0.7020431445049053,1.2276429468069607,-0.1333872855444179,-0.8248284099406967,1.0588839914331558,-0.17093672595044246,-0.705201293731265,0.8255304612674599,-0.17435514167412444,-0.6050989384489472,0.5403348335413513,0.3522359604162819,-0.7444279794468278,1.1006129714057493,0.2168482341957944,-0.7726021806153364,0.9767161563263701,0.1692580693074259,-0.6110015501532912,0.7662263945484113,0.20455701395287218,-0.48624502543658454
again,12.png,0.0,0.0,0.0,-0.21360707673941284,-0.7713173991138373,-0.08352756506295225,-0.48950416544680214,-1.5039084564828988,-0.21821486979868537,-0.5818153344332183,-2.0332405906669626,-0.33141102774922965,-0.48666631019830203,-2.4831845439371767,-0.4776857310243681,-0.4817384965979861,-1.243167481993558,-0.49212354728526264,-1.1490960413048632,-1.3216529407885653,-0.6410011585342761,-1.5381281092316292,-1.2991493679688482,-0.7327374250413548,-1.8475647125941737,-1.3157783254179218,-0.8081301589500913,-0.42001423420650785,-0.724509909361683,-0.5465102325671923,-1.2188511790433485,-0.8189820741547876,-0.6699940028566049,-1.6538076865140063,-0.8831230671904956,-0.7222848099988128,-1.9888403598983884,-0.8975888430650387,-0.8071105893253494,-0.4157428795481428,-0.21921247837082122,-0.5737214939507805,-1.0664069866546002,-0.35349913299949365,-0.6849390994042178,-1.0801667595161017,-0.4488813058042482,-0.6405405534983554,-1.0222989201876045,-0.49661556112150956,-0.6380487781582089,-0.4391619247991156,0.18489228030134816,-0.5982213103260778,-0.9780881226320239,0.09083468280898727,-0.7091183820328175,-0.987347035211726,-0.01799688382367167,-0.6533045724972294,-0.9271404242920386,-0.09298729983894712,-0.6186578298194926,0.0,0.0,0.0,0.1907895259755365,-0.5126245334491277,-0.0997441473362649,0.49311969489510515,-1.0951797442373075,-0.3082875366700005,0.6133326619696711,-1.5548343217716725,-0.4971214297481412,0.6616304083858605,-1.977142607954364,-0.6673487134723091,0.5232735547397579,-0.9377861467638626,-0.6692918861338851,1.1699677291039972,-0.9312210513514939,-0.9184121671559297,1.087084112810044,-0.8106862134267725,-0.9819021285385593,0.9058260654005256,-0.7318351663324963,-0.9730384651159386,0.4813420749282234,-0.48750790782895875,-0.7284544232194793,1.2662187042175392,-0.5387547401841355,-0.9643265535456628,1.6621323324348733,-0.49108076342658535,-1.0163789546352315,1.9525778883071763,-0.4276046219835053,-1.0523179303362529,0.45694337287743175,-0.029133859144990875,-0.7535575855436999,1.1517282620473173,-0.09253653200620718,-0.9038203616922449,1.011613333768703,-0.134497078271246,-0.7753477962947269,0.7779026419880791,-0.15336495135338188,-0.6710978847503186,0.46678762788177275,0.373498577876864,-0.7783384312132634,1.0238176778045167,0.23561302874985338,-0.8265800062622511,0.9220847338956943,0.18897831144643423,-0.6638263229442637,0.7238508077088324,0.2192865979704413,-0.5377800485467061
again,13.png,0.0,0.0,0.0,-0.268949846783504,-0.8960375538343596,-0.12351416943674885,-0.40800657389273515,-1.6883457308348389,-0.24384722915165793,-0.4142729891987208,-2.187339428723944,-0.3491134308580061,-0.31514055948839936,-2.6537350982700088,-0.47939644706990603,-0.2051096789685932,-1.401407364385685,-0.40746766897600006,-0.7153844756842171,-1.458407144869059,-0.6121500545809772,-1.0884999032669656,-1.4300361582547318,-0.7550568080102464,-1.3780133874523761,-1.4073398860551851,-0.8533987334556477,-0.10354913336639687,-0.8842737127701346,-0.4553433626207697,-0.8132625881495117,-0.9588653295501481,-0.6227370960184908,-1.1867902118587177,-1.027518515038777,-0.7013632762956765,-1.4700383887922461,-1.0454985396229677,-0.7946733433819422,-0.07814329953271656,-0.3676944575576422,-0.4981548334928007,-0.757716944001141,-0.41433319347167114,-0.6553409416455741,-0.7920319021773699,-0.4777197978069314,-0.6084252383746209,-0.7313471030975194,-0.5229586920370227,-0.5908309551251697,-0.09827073296925905,0.05906482398070781,-0.5479637121966018,-0.671376260211614,-0.019700832606740916,-0.680355724718603,-0.7003345155007328,-0.10005063721065624,-0.6278043197710927,-0.6113407808363447,-0.17016349930480512,-0.5890096835305796,0.0,0.0,0.0,0.15723480820154587,-0.5533746113078205,-0.08800696590442966,0.46821632389641354,-1.1074597192838391,-0.2864004759762613,0.5961629168661674,-1.5915844361507598,-0.47509304298172056,0.6027444886934484,-2.0358028690179837,-0.6448642854664607,0.6076008020518158,-0.9400867707215869,-0.589588935601452,1.311644173465152,-0.9434461061642774,-0.81825137262685,1.1775178281959688,-0.8447740021797359,-0.8683708011203494,0.9615209583866179,-0.8031396817802702,-0.8431109941481607,0.5780320158036263,-0.4940628462060368,-0.6494466049682501,1.4116957652309559,-0.5849717773035592,-0.8230754129649853,1.7967241717309426,-0.6017808735020121,-0.8508699184350479,2.088586006386437,-0.6032750734868337,-0.8739253555696116,0.5555141082895865,-0.04536982036151957,-0.6823702737993765,1.2205466698848557,-0.09581050838806347,-0.7947568590094324,1.0746958223288237,-0.15705277202666712,-0.6857544472120685,0.8561834544260406,-0.18088643831999204,-0.5951663671283471,0.5591373471635419,0.36176013083958863,-0.714945108048526,1.104961542406329,0.22907013923035535,-0.7311873429447758,0.9969640879478378,0.16218213964735267,-0.5693329582864384,0.7936785395097995,0.1830394981406404,-0.4456628264609073
again,14.png,0.0,0.0,0.0,-0.268949846783504,-0.8960375538343596,-0.12351416943674885,-0.40800657389273515,-1.6883457308348389,-0.24384722915165793,-0.4142729891987208,-2.187339428723944,-0.3491134308580061,-0.31514055948839936,-2.6537350982700088,-0.47939644706990603,-0.2051096789685932,-1.401407364385685,-0.40746766897600006,-0.7153844756842171,-1.458407144869059,-0.6121500545809772,-1.0884999032669656,-1.4300361582547318,-0.7550568080102464,-1.3780133874523761,-1.4073398860551851,-0.8533987334556477,-0.10354913336639687,-0.8842737127701346,-0.4553433626207697,-0.8132625881495117,-0.9588653295501481,-0.6227370960184908,-1.1867902118587177,-1.027518515038777,-0.7013632762956765,-1.4700383887922461,-1.0454985396229677,-0.7946733433819422,-0.07814329953271656,-0.3676944575576422,-0.4981548334928007,-0.757716944001141,-0.41433319347167114,-0.6553409416455741,-0.7920319021773699,-0.4777197978069314,-0.6084252383746209,-0.7313471030975194,-0.5229586920370227,-0.5908309551251697,-0.09827073296925905,0.05906482398070781,-0.5479637121966018,-0.671376260211614,-0.019700832606740916,-0.680355724718603,-0.7003345155007328,-0.10005063721065624,-0.6278043197710927,-0.6113407808363447,-0.17016349930480512,-0.5890096835305796,0.0,0.0,0.0,0.15723480820154587,-0.5533746113078205,-0.08800696590442966,0.46821632389641354,-1.1074597192838391,-0.2864004759762613,0.5961629168661674,-1.5915844361507598,-0.47509304298172056,0.6027444886934484,-2.0358028690179837,-0.6448642854664607,0.6076008020518158,-0.9400867707215869,-0.589588935601452,1.311644173465152,-0.9434461061642774,-0.81825137262685,1.1775178281959688,-0.8447740021797359,-0.8683708011203494,0.9615209583866179,-0.8031396817802702,-0.8431109941481607,0.5780320158036263,-0.4940628462060368,-0.6494466049682501,1.4116957652309559,-0.5849717773035592,-0.8230754129649853,1.7967241717309426,-0.6017808735020121,-0.8508699184350479,2.088586006386437,-0.6032750734868337,-0.8739253555696116,0.5555141082895865,-0.04536982036151957,-0.6823702737993765,1.2205466698848557,-0.09581050838806347,-0.7947568590094324,1.0746958223288237,-0.15705277202666712,-0.6857544472120685,0.8561834544260406,-0.18088643831999204,-0.5951663671283471,0.5591373471635419,0.36176013083958863,-0.714945108048526,1.104961542406329,0.22907013923035535,-0.7311873429447758,0.9969640879478378,0.16218213964735267,-0.5693329582864384,0.7936785395097995,0.1830394981406404,-0.4456628264609073
again,15.png,0.0,0.0,0.0,-0.3042136107843991,-0.9055230573355358,-0.1047420467555523,-0.5033072341225818,-1.724617491660324,-0.23683258054886236,-0.5185799167291476,-2.238979554184981,-0.3551783450397559,-0.4085994657121053,-2.7274974258365257,-0.5042249180548953,-0.2948716284387739,-1.3816853034434544,-0.4628817681862229,-0.8390721858735936,-1.442078900072299,-0.6642163456419163,-1.2127748473119233,-1.397323299738276,-0.8000042809061454,-1.500149755937009,-1.3438971464813925,-0.8943680098929939,-0.19680671291447363,-0.8261794946838,-0.5279152965351742,-0.9738265910736336,-0.9133243350428447,-0.6901348260523791,-1.3835776906622559,-0.9688897932992914,-0.7601347511525461,-1.6976941065119908,-0.936373759362732,-0.8541505947960741,-0.17696916704559607,-0.2832777870894215,-0.5776913312262185,-0.9354164661370037,-0.35660107362915183,-0.7138180482010783,-0.9172290632288305,-0.38124884270021464,-0.631550710297573,-0.798914163460532,-0.358303404259607,-0.5983599852088896,-0.1982718622697178,0.15007382303324832,-0.6325698303335473,-0.8589981392128699,0.043284609075448614,-0.7445567317319157,-0.8285762328901192,-0.02259959776345269,-0.6553799313470026,-0.6647887365190565,-0.06691160290459353,-0.593687387512661,0.0,0.0,0.0,0.16250372720101872,-0.5487345704342776,-0.09903405493959885,0.48044672709307473,-1.1162758868206673,-0.3049132581880632,0.6167819238287449,-1.6111621488566137,-0.5008413069581779,0.6320125659910092,-2.0640502570845496,-0.6785518267655822,0.607061941765936,-0.942276175089102,-0.5951783914355866,1.3147690093402156,-0.9698987805675741,-0.8426121737600533,1.178013495344494,-0.8610886304999172,-0.9083780304414502,0.9602599036146525,-0.8080289363360437,-0.8898864808846276,0.5793464310488841,-0.48727584382518635,-0.6533911270099811,1.4358762230975521,-0.6002180333232097,-0.8356091297789722,1.8329562043702072,-0.6005441157527157,-0.8731094401671446,2.140056049386711,-0.5883859944234168,-0.9019340798818055,0.5613565531604937,-0.02756077945208254,-0.6877717576001666,1.2457505552140442,-0.10879353016808976,-0.8169319359439854,1.0897565102754578,-0.15720098204514737,-0.7203179667756361,0.8682538016012751,-0.1712590902929545,-0.6338041183229437,0.5731445493264339,0.38941488359231935,-0.7218307931337292,1.1226103953416628,0.23977562345220033,-0.7533484382747413,1.0057588730674718,0.17802937258059867,-0.6007731482268515,0.8027208728123109,0.20446033126011137,-0.4808412937668986
again,16.png,0.0,0.0,0.0,-0.3042136107843991,-0.9055230573355358,-0.1047420467555523,-0.5033072341225818,-1.724617491660324,-0.23683258054886236,-0.5185799167291476,-2.238979554184981,-0.3551783450397559,-0.4085994657121053,-2.7274974258365257,-0.5042249180548953,-0.2948716284387739,-1.3816853034434544,-0.4628817681862229,-0.8390721858735936,-1.442078900072299,-0.6642163456419163,-1.2127748473119233,-1.397323299738276,-0.8000042809061454,-1.500149755937009,-1.3438971464813925,-0.8943680098929939,-0.19680671291447363,-0.8261794946838,-0.5279152965351742,-0.9738265910736336,-0.9133243350428447,-0.6901348260523791,-1.3835776906622559,-0.9688897932992914,-0.7601347511525461,-1.6976941065119908,-0.936373759362732,-0.8541505947960741,-0.17696916704559607,-0.2832777870894215,-0.5776913312262185,-0.9354164661370037,-0.35660107362915183,-0.7138180482010783,-0.9172290632288305,-0.38124884270021464,-0.631550710297573,-0.798914163460532,-0.358303404259607,-0.5983599852088896,-0.1982718622697178,0.15007382303324832,-0.6325698303335473,-0.8589981392128699,0.043284609075448614,-0.7445567317319157,-0.8285762328901192,-0.02259959776345269,-0.6553799313470026,-0.6647887365190565,-0.06691160290459353,-0.593687387512661,0.0,0.0,0.0,0.16250372720101872,-0.5487345704342776,-0.09903405493959885,0.48044672709307473,-1.1162758868206673,-0.3049132581880632,0.6167819238287449,-1.6111621488566137,-0.5008413069581779,0.6320125659910092,-2.0640502570845496,-0.6785518267655822,0.607061941765936,-0.942276175089102,-0.5951783914355866,1.3147690093402156,-0.9698987805675741,-0.8426121737600533,1.178013495344494,-0.8610886304999172,-0.9083780304414502,0.9602599036146525,-0.8080289363360437,-0.8898864808846276,0.5793464310488841,-0.48727584382518635,-0.6533911270099811,1.4358762230975521,-0.6002180333232097,-0.8356091297789722,1.8329562043702072,-0.6005441157527157,-0.8731094401671446,2.140056049386711,-0.5883859944234168,-0.9019340798818055,0.5613565531604937,-0.02756077945208254,-0.6877717576001666,1.2457505552140442,-0.10879353016808976,-0.8169319359439854,1.0897565102754578,-0.15720098204514737,-0.7203179667756361,0.8682538016012751,-0.1712590902929545,-0.6338041183229437,0.5731445493264339,0.38941488359231935,-0.7218307931337292,1.1226103953416628,0.23977562345220033,-0.7533484382747413,1.0057588730674718,0.17802937258059867,-0.6007731482268515,0.8027208728123109,0.20446033126011137,-0.4808412937668986
again,17.png,0.0,0.0,0.0,-0.25218987922756,-0.7650272804152367,-0.06530406577439471,-0.49595005867675557,-1.5451985533161992,-0.2005998978148424,-0.5272882632512287,-2.10772251890847,-0.32067569374970356,-0.3955778785313136,-2.5787017376115178,-0.47600860286063745,-0.440281524701945,-1.2974998689079185,-0.4653399285156725,-1.0610886864113105,-1.340394843861736,-0.6119615082522952,-1.4466049240603247,-1.313031433797247,-0.7125162702006985,-1.7733974104443286,-1.3214448032777069,-0.7982735141505858,-0.37620542757481845,-0.7513704337253582,-0.5421364658336635,-1.2096131087493303,-0.8701483111913418,-0.6691571065289422,-1.6735605011746493,-0.9220456350367124,-0.7414961075861128,-2.030596336382499,-0.9204013554854718,-0.8457578471588647,-0.3835609566465679,-0.21520647211521457,-0.5881031244614012,-1.1124050145467854,-0.3809542782054817,-0.7062509245998984,-1.0133174845031736,-0.3865922228331742,-0.6440630181679934,-0.843388396358306,-0.36177017001815315,-0.6278600965870303,-0.42671612768033235,0.21121062966570878,-0.6291563593451481,-1.0453513597683834,0.06326684014207538,-0.72937426353733,-0.9509404641491455,0.019013910193611525,-0.6348310925050646,-0.7641733872825796,-0.002986267143491349,-0.5747495223312238,0.0,0.0,0.0,0.1827197293033396,-0.5064567623551434,-0.11615705516386224,0.4740252284120981,-1.0648340166221597,-0.3344044917890449,0.5887267862218603,-1.5229691880051621,-0.53175331770211,0.633640594629405,-1.9414335980801982,-0.714081732957568,0.49622961870053567,-0.926336570690252,-0.6996622806621916,1.1524216864706325,-0.8508791412007826,-0.9667129929941716,1.1204824721416027,-0.6868134235279187,-1.0367962496940406,0.9636845340606878,-0.5657275547463297,-1.0250021994301595,0.44636323671693484,-0.47974145027982346,-0.7553859952309107,1.23858339538545,-0.5362266675971403,-0.9906113720584236,1.6321664375859506,-0.5324650354675259,-1.0393279905183777,1.9060080413018012,-0.4956759035463212,-1.069340837252775,0.4200613542873101,-0.015074585620161675,-0.7787948603913176,1.1166132327748652,-0.05870965035710911,-0.9507553513583245,0.9808158702775174,-0.1108397453228875,-0.8387779730822327,0.7487425437846588,-0.12527462902420108,-0.7355799094919419,0.4324340410133897,0.39813918543365845,-0.8013417123623171,0.9801306168288442,0.28623327024602413,-0.866431135042448,0.8727435454332793,0.21985346845017767,-0.7144390483998555,0.6738249659403267,0.23783344947266177,-0.5898708394319365
again,18.png,0.0,0.0,0.0,-0.25218987922756,-0.7650272804152367,-0.06530406577439471,-0.49595005867675557,-1.5451985533161992,-0.2005998978148424,-0.5272882632512287,-2.10772251890847,-0.32067569374970356,-0.3955778785313136,-2.5787017376115178,-0.47600860286063745,-0.440281524701945,-1.2974998689079185,-0.4653399285156725,-1.0610886864113105,-1.340394843861736,-0.6119615082522952,-1.4466049240603247,-1.313031433797247,-0.7125162702006985,-1.7733974104443286,-1.3214448032777069,-0.7982735141505858,-0.37620542757481845,-0.7513704337253582,-0.5421364658336635,-1.2096131087493303,-0.8701483111913418,-0.6691571065289422,-1.6735605011746493,-0.9220456350367124,-0.7414961075861128,-2.030596336382499,-0.9204013554854718,-0.8457578471588647,-0.3835609566465679,-0.21520647211521457,-0.5881031244614012,-1.1124050145467854,-0.3809542782054817,-0.7062509245998984,-1.0133174845031736,-0.3865922228331742,-0.6440630181679934,-0.843388396358306,-0.36177017001815315,-0.6278600965870303,-0.42671612768033235,0.21121062966570878,-0.6291563593451481,-1.0453513597683834,0.06326684014207538,-0.72937426353733,-0.9509404641491455,0.019013910193611525,-0.6348310925050646,-0.7641733872825796,-0.002986267143491349,-0.5747495223312238,0.0,0.0,0.0,0.1827197293033396,-0.5064567623551434,-0.11615705516386224,0.4740252284120981,-1.0648340166221597,-0.3344044917890449,0.5887267862218603,-1.5229691880051621,-0.53175331770211,0.633640594629405,-1.9414335980801982,-0.714081732957568,0.49622961870053567,-0.926336570690252,-0.6996622806621916,1.1524216864706325,-0.8508791412007826,-0.9667129929941716,1.1204824721416027,-0.6868134235279187,-1.0367962496940406,0.9636845340606878,-0.5657275547463297,-1.0250021994301595,0.44636323671693484,-0.47974145027982346,-0.7553859952309107,1.23858339538545,-0.5362266675971403,-0.9906113720584236,1.6321664375859506,-0.5324650354675259,-1.0393279905183777,1.9060080413018012,-0.4956759035463212,-1.069340837252775,0.4200613542873101,-0.015074585620161675,-0.7787948603913176,1.1166132327748652,-0.05870965035710911,-0.9507553513583245,0.9808158702775174,-0.1108397453228875,-0.8387779730822327,0.7487425437846588,-0.12527462902420108,-0.7355799094919419,0.4324340410133897,0.39813918543365845,-0.8013417123623171,0.9801306168288442,0.28623327024602413,-0.866431135042448,0.8727435454332793,0.21985346845017767,-0.7144390483998555,0.6738249659403267,0.23783344947266177,-0.5898708394319365
